class,uid,assigned_type,assigned_key,call_offset,UID,DRIVER,NUMBER,TEAM,Livery,Pin,InteriorConfig,DriverImages,Selectable,AIDriverProfile,Series,BaseArcName,LastWonSprintCup
DRIVERCONFIG_c,18310,,18310,0x17608,18310,"DRIVER_c(1415, S_DRIVER_S_SPEED, None, False, S_HT_MANTECA, 129958168, True, scottspeed, 129106177, False, False)","DRIVERNUMBER_c(9686, W:\NAS2\Hud\2012\numbers\95_Speed.tga, 95_SCOTTSPEED)","RACETEAM_c(8739, S_TEAM_LFR, None, LeavineFamily95)","LIVERIE_c(18808, DLC_LIV_95_SPEED_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22330, 1, None, None)",DRIVERPORTRAIT_c(8992),True,AIRACEDRIVERPROFILE_c(3263),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_SPEED,129106177
DRIVERCONFIG_c,18311,,18311,0x1763B,18311,"DRIVER_c(7175, S_DRIVER_R_STENHOUSE_JR, None, False, S_STATE_MISSISSIPPI, 130222594, True, stenhousejr, 129106177, False, False)","DRIVERNUMBER_c(21869, W:\nas2\Hud\2012\numbers\17_Stenhouse_jr.tga, 17_STENHOUSEJR)","RACETEAM_c(1331, S_TEAM_RFR, None, roushfenway)","LIVERIE_c(21943, DLC_LIV_17_STENHOUSE_JR_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22337, 1, None, None)",DRIVERPORTRAIT_c(21856),True,AIRACEDRIVERPROFILE_c(12391),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_STENHOUSE,129106177
DRIVERCONFIG_c,18312,,18312,0x1766E,18312,"DRIVER_c(1126, S_DRIVER_J_NEMECHEK, None, False, S_HT_LAKELAND, 128649498, True, FrontRowJoe87, 129106177, False, False)","DRIVERNUMBER_c(9690, W:\nas2\Hud\2012\numbers\87_Nemechek.tga, 87_JOENEMECHEK)","RACETEAM_c(1350, S_TEAM_NM, None, )","LIVERIE_c(18805, DLC_LIV_87_NEMECHEK_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22321, 1, None, None)",DRIVERPORTRAIT_c(14614),True,AIRACEDRIVERPROFILE_c(3264),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_NEMECHEK,129106177
DRIVERCONFIG_c,18313,,18313,0x176A1,18313,"DRIVER_c(9666, S_DRIVER_L_CASSILL, None, False, S_WORLD_LOC_IOWA, 130352903, True, landoncassill, 129106177, False, False)","DRIVERNUMBER_c(11440, W:\nas2\Hud\2012\numbers\83_Cassill.tga, 83_CASSILL)","RACETEAM_c(10518, S_TEAM_BKRACING, None, BKRacing8393)",None,"DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22324, 1, None, None)",DRIVERPORTRAIT_c(12595),False,AIRACEDRIVERPROFILE_c(3356),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_CASSILL,129106177
DRIVERCONFIG_c,18314,,18314,0x176D4,18314,"DRIVER_c(1092, S_DRIVER_C_BOWYER, None, False, S_HT_EMPORIA, 129697054, True, ClintBowyer, 131727617, True, False)","DRIVERNUMBER_c(9689, W:\NAS2\Hud\2012\numbers\15_Bowyer.tga, 15_CLINTBOWYER)","RACETEAM_c(1354, S_TEAM_MWR, None, MWRteam)","LIVERIE_c(18775, DLC_LIV_15_BOWYER_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22330, 1, None, None)",DRIVERPORTRAIT_c(7412),True,AIRACEDRIVERPROFILE_c(3248),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_BOWYER,129106177
DRIVERCONFIG_c,18315,,18315,0x17707,18315,"DRIVER_c(1115, S_DRIVER_B_KESELOWSKI, None, False, S_HT_ROCHESTERHILLS, 130023948, True, keselowski, 131793153, True, False)","DRIVERNUMBER_c(9691, W:\NAS2\Hud\2012\numbers\2_Keselowski.tga, 2_BRADKESELOWSKI)","RACETEAM_c(1336, S_TEAM_PR_01, None, penskeracing)","LIVERIE_c(18769, DLC_LIV_02_KESELOWSKI_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22331, 1, None, None)",DRIVERPORTRAIT_c(7415),True,AIRACEDRIVERPROFILE_c(3237),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_KESELOWSKI,129106177
DRIVERCONFIG_c,18316,,18316,0x1773A,18316,"DRIVER_c(1134, S_DRIVER_R_SMITH, None, False, S_HT_CATO, 129960215, True, Regan_Smith_, 131793153, False, False)","DRIVERNUMBER_c(21868, W:\nas2\Hud\2012\numbers\51_Smith.tga, 51_REGANSMITH)","RACETEAM_c(10516, S_TEAM_PHOENIXRACING, None, phoenixracing51)","LIVERIE_c(21946, DLC_LIV_51_SMITH_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22321, 1, None, None)",DRIVERPORTRAIT_c(21855),True,AIRACEDRIVERPROFILE_c(3262),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_SMITHREGAN,129106177
DRIVERCONFIG_c,18317,,18317,0x1776D,18317,"DRIVER_c(1116, S_DRIVER_B_LABONTE, None, False, S_HT_C_CHRISTI, 128713992, True, Bobby_Labonte, 129106177, False, False)","DRIVERNUMBER_c(9685, W:\NAS2\Hud\2012\numbers\47_Labonte.tga, 47_BOBBYLABONTE)","RACETEAM_c(1326, S_TEAM_JTGDR, None, NASCAR47)","LIVERIE_c(18795, DLC_LIV_47_LABONTE_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22330, 1, None, None)",DRIVERPORTRAIT_c(7414),True,AIRACEDRIVERPROFILE_c(3375),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_LABONTEBOBBY,129106177
DRIVERCONFIG_c,18318,,18318,0x177A0,18318,"DRIVER_c(1101, S_DRIVER_C_EDWARDS, None, False, S_HT_COLUMBIA, 129697807, True, , 131793153, True, False)","DRIVERNUMBER_c(9701, W:\NAS2\Hud\2012\numbers\99_Edwards.tga, 99_CARLEDWARDS)","RACETEAM_c(1331, S_TEAM_RFR, None, roushfenway)","LIVERIE_c(18810, DLC_LIV_99_EDWARDS_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22337, 1, None, None)",DRIVERPORTRAIT_c(7411),True,AIRACEDRIVERPROFILE_c(3267),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_EDWARDS,129106177
DRIVERCONFIG_c,18319,,18319,0x177D3,18319,"DRIVER_c(1106, S_DRIVER_R_GORDON, None, False, S_HT_CORNELIUS, 129040642, True, RobbyGordon, 129106177, False, False)","DRIVERNUMBER_c(22350, W:\NAS2\Hud\2012\numbers\07_Gordon.tga, 07_GORDON)","RACETEAM_c(7486, S_TEAM_RGM, None, )","LIVERIE_c(18803, DLC_LIV_7_GORDON_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22324, 1, None, None)",DRIVERPORTRAIT_c(22351),True,AIRACEDRIVERPROFILE_c(3234),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_GORDONROBBY,129106177
DRIVERCONFIG_c,18320,,18320,0x17806,18320,"DRIVER_c(1085, S_DRIVER_M_AMBROSE, None, False, S_HT_LAUNCESTON, 129501441, True, MarcosAmbrose, 129106177, True, False)","DRIVERNUMBER_c(9699, W:\NAS2\Hud\2012\numbers\9_Ambrose.tga, 9_MARCOSAMBROSE)","RACETEAM_c(1325, S_TEAM_RPM_01, None, RPMotorsports)","LIVERIE_c(18811, DLC_LIV_9_AMBROSE_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22337, 1, None, None)",DRIVERPORTRAIT_c(7390),True,AIRACEDRIVERPROFILE_c(3256),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_AMBROSE,129106177
DRIVERCONFIG_c,18321,,18321,0x17839,18321,"DRIVER_c(1091, S_DRIVER_D_BLANEY, None, False, S_HT_HARTFORD, 128584216, True, BuckeyeBullet10, 129106177, False, False)","DRIVERNUMBER_c(22344, W:\NAS2\Hud\2012\numbers\7_blaney.tga, 7_BLANEY)","RACETEAM_c(1347, S_TEAM_TBR, None, TBR_Racing)","LIVERIE_c(18790, DLC_LIV_7_BLANEY_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22332, 1, None, None)",DRIVERPORTRAIT_c(22345),True,AIRACEDRIVERPROFILE_c(3260),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_BLANEY,129106177
DRIVERCONFIG_c,18322,,18322,0x1786C,18322,"DRIVER_c(1121, S_DRIVER_J_MCMURRAY, None, False, S_HT_JOPLIN, 129500675, True, JamieMcMurray, 131727617, True, False)","DRIVERNUMBER_c(9672, W:\NAS2\Hud\2012\numbers\1_McMurray.tga, 1_JAMIEMCMURRAY)","RACETEAM_c(1349, S_TEAM_EGR, None, EGRTeams)","LIVERIE_c(18779, DLC_LIV_1_MCMURRAY_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22326, 1, None, None)",DRIVERPORTRAIT_c(7397),True,AIRACEDRIVERPROFILE_c(3230),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_MCMURRAY,129106177
DRIVERCONFIG_c,18323,,18323,0x1789F,18323,"DRIVER_c(1090, S_DRIVER_G_BIFFLE, None, False, S_HT_VANCOUVER, 129043479, True, gbiffle, 131727617, True, False)","DRIVERNUMBER_c(9702, W:\NAS2\Hud\2012\numbers\16_Biffle.tga, 16_GREGBIFFLE)","RACETEAM_c(1331, S_TEAM_RFR, None, roushfenway)","LIVERIE_c(18776, DLC_LIV_16_BIFFLE_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22337, 1, None, None)",DRIVERPORTRAIT_c(7403),True,AIRACEDRIVERPROFILE_c(3240),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_BIFFLE,129106177
DRIVERCONFIG_c,18324,,18324,0x178D2,18324,"DRIVER_c(1114, S_DRIVER_M_KENSETH, None, False, S_HT_CAMBRIGDGE, 129237770, True, mattkenseth, 131793153, True, False)","DRIVERNUMBER_c(21849, W:\nas2\Hud\2012\numbers\20_Kenseth.tga, 20_MATTKENSETH)","RACETEAM_c(1335, S_TEAM_JGR, None, joegibbsracing)","LIVERIE_c(21944, DLC_LIV_20_KENSETH_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22337, 1, None, None)",DRIVERPORTRAIT_c(21850),True,AIRACEDRIVERPROFILE_c(3241),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_KENSETH,131268865
DRIVERCONFIG_c,18325,,18325,0x17905,18325,"DRIVER_c(1113, S_DRIVER_K_KAHNE, None, False, S_HT_ENUMCLAW, 129762314, True, kaseykahne, 131793153, True, False)","DRIVERNUMBER_c(9679, W:\NAS2\Hud\2012\numbers\5_Kahne.tga, 5_KASEYKAHNE)","RACETEAM_c(1340, S_TEAM_HM, None, TeamHendrick)","LIVERIE_c(18800, DLC_LIV_5_KAHNE_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22320, 1, None, None)",DRIVERPORTRAIT_c(7393),True,AIRACEDRIVERPROFILE_c(3235),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_KAHNE,129106177
DRIVERCONFIG_c,18326,,18326,0x17938,18326,"DRIVER_c(1119, S_DRIVER_M_MARTIN, None, False, S_HT_BATESVILLE, 128385289, True, 55MarkMartin, 131662081, True, True)","DRIVERNUMBER_c(9687, W:\NAS2\Hud\2012\numbers\55_Martin.tga, 55_MARKMARTIN)","RACETEAM_c(1354, S_TEAM_MWR, None, MWRteam)","LIVERIE_c(18798, DLC_LIV_55_MARTIN_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22330, 1, None, None)",DRIVERPORTRAIT_c(7388),True,AIRACEDRIVERPROFILE_c(3232),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_MARTIN,129106177
DRIVERCONFIG_c,18327,,18327,0x1796B,18327,"DRIVER_c(1109, S_DRIVER_S_HORNISH_JR, None, False, S_HT_BRYAN, 129697538, True, SamHornish, 129106177, False, False)","DRIVERNUMBER_c(12592, W:\nas2\Hud\2012\numbers\22_allmendinger.tga, 12_SAMHORNISHJR)","RACETEAM_c(1336, S_TEAM_PR_01, None, penskeracing)",None,"DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22339, 1, None, None)",DRIVERPORTRAIT_c(14747),False,AIRACEDRIVERPROFILE_c(13107),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_HORNISHJR,129106177
DRIVERCONFIG_c,18328,,18328,0x1799E,18328,"DRIVER_c(1105, S_DRIVER_J_GORDON, None, False, S_HT_VALLEJO, 129173508, True, JeffGordonWeb, 131793153, True, True)","DRIVERNUMBER_c(9677, W:\NAS2\Hud\2012\numbers\24_Gordon.tga, 24_JEFFGORDON)","RACETEAM_c(1340, S_TEAM_HM, None, TeamHendrick)","LIVERIE_c(18782, DLC_LIV_24_GORDON_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22320, 1, None, None)",DRIVERPORTRAIT_c(7401),True,AIRACEDRIVERPROFILE_c(3245),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_GORDONJEFF,129106177
DRIVERCONFIG_c,18329,,18329,0x179D1,18329,"DRIVER_c(1400, S_DRIVER_M_MCDOWELL, None, False, S_HT_GLENDALE, 130026517, True, Mc_Driver, 129106177, False, False)","DRIVERNUMBER_c(11443, W:\nas2\Hud\2012\numbers\98_McDowell.tga, 98_MCDOWELL)","RACETEAM_c(11444, S_TEAM_PARSONS, None, )","LIVERIE_c(18809, DLC_LIV_98_MCDOWELL_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22324, 1, None, None)",DRIVERPORTRAIT_c(14746),True,AIRACEDRIVERPROFILE_c(3258),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_MCDOWELL,129106177
DRIVERCONFIG_c,18330,,18330,0x17A04,18330,"DRIVER_c(1104, S_DRIVER_D_GILLILAND, None, False, S_HT_RIVERSIDE, 129500161, True, DavidGilliland, 129106177, False, False)","DRIVERNUMBER_c(9675, W:\NAS2\Hud\2012\numbers\38_Gilliland.tga, 38_DAVIDGILLILAND)","RACETEAM_c(1327, S_TEAM_FRM, None, FrontRowNASCAR)","LIVERIE_c(18791, DLC_LIV_38_GILLILAND_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22321, 1, None, None)",DRIVERPORTRAIT_c(7409),True,AIRACEDRIVERPROFILE_c(3252),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_GILLILAND,129106177
DRIVERCONFIG_c,18331,,18331,0x17A37,18331,"DRIVER_c(7174, S_DRIVER_J_WISE, None, False, S_STATE_CALIFORNIA, 129958407, True, Josh_Wise, 129106177, False, False)","DRIVERNUMBER_c(21941, W:\nas2\Hud\2012\numbers\35_Wise.tga, 35_JOSHWISE)","RACETEAM_c(1327, S_TEAM_FRM, None, FrontRowNASCAR)","LIVERIE_c(18783, DLC_LIV_26_WISE_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22321, 1, None, None)",DRIVERPORTRAIT_c(21942),True,AIRACEDRIVERPROFILE_c(12392),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_WISE,129106177
DRIVERCONFIG_c,18332,,18332,0x17A6A,18332,"DRIVER_c(1137, S_DRIVER_D_STREMME, None, False, S_HT_SOUTH_BEND, 131072257, True, DavidStremme, 129106177, False, False)","DRIVERNUMBER_c(12626, W:\nas2\Hud\2012\numbers\30_Stremme.tga, 30_DAVIDSTREMME)","RACETEAM_c(21845, S_TEAM_SWAN_RACING, None, )","LIVERIE_c(18786, DLC_LIV_30_STREMME_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22330, 1, None, None)",DRIVERPORTRAIT_c(21871),True,AIRACEDRIVERPROFILE_c(3228),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_STREMME,129106177
DRIVERCONFIG_c,18333,,18333,0x17A9D,18333,"DRIVER_c(1111, S_DRIVER_J_JOHNSON, None, False, S_HT_EL_CAJON, 129435921, True, JimmieJohnson, 131793153, True, True)","DRIVERNUMBER_c(9678, W:\NAS2\Hud\2012\numbers\48_Johnson.tga, 48_JIMMYJOHNSON)","RACETEAM_c(1340, S_TEAM_HM, None, TeamHendrick)","LIVERIE_c(18796, DLC_LIV_48_JOHNSON_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22322, 1, None, None)",DRIVERPORTRAIT_c(7399),True,AIRACEDRIVERPROFILE_c(3257),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_JOHNSON,131727617
DRIVERCONFIG_c,18334,,18334,0x17AD0,18334,"DRIVER_c(1123, S_DRIVER_P_MENARD, None, False, S_HT_EAU_CLAIRE, 129763349, True, RCR27PMenard, 131793153, False, False)","DRIVERNUMBER_c(9696, W:\NAS2\Hud\2012\numbers\27_Menard.tga, 27_PAULMENARD)","RACETEAM_c(1333, S_TEAM_RCR, None, RCRracing)","LIVERIE_c(18784, DLC_LIV_27_MENARD_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22327, 1, None, None)",DRIVERPORTRAIT_c(7385),True,AIRACEDRIVERPROFILE_c(3266),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_MENARD,129106177
DRIVERCONFIG_c,18335,,18335,0x17B03,18335,"DRIVER_c(2847, S_DRIVER_T_KVAPIL, None, False, S_HT_JANESVILLE, 129499905, True, TravisKvapil, 129106177, False, False)","DRIVERNUMBER_c(12630, W:\nas2\Hud\2012\numbers\93_Kvapil.tga, 93_KVAPIL)","RACETEAM_c(10518, S_TEAM_BKRACING, None, BKRacing8393)","LIVERIE_c(18807, DLC_LIV_93_KVAPIL_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22324, 1, None, None)",DRIVERPORTRAIT_c(7379),True,AIRACEDRIVERPROFILE_c(3249),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_KVAPIL,129106177
DRIVERCONFIG_c,18336,,18336,0x17B36,18336,"DRIVER_c(5766, S_DRIVER_T_BAYNE, None, False, S_HT_KNOXVILLE, 130482707, True, tbayne21, 131793153, False, False)","DRIVERNUMBER_c(9710, W:\NAS2\Hud\2012\numbers\21_Bayne.tga, 21_TREVORBAYNE)","RACETEAM_c(1341, S_TEAM_WBR, None, woodbrothers21)","LIVERIE_c(18781, DLC_LIV_21_BAYNE_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22337, 1, None, None)",DRIVERPORTRAIT_c(7381),True,AIRACEDRIVERPROFILE_c(6921),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_BAYNE,129106177
DRIVERCONFIG_c,18337,,18337,0x17B69,18337,"DRIVER_c(1136, S_DRIVER_T_STEWART, None, False, S_HT_COLUMBUS, 129172756, True, tonystewart, 131793153, True, True)","DRIVERNUMBER_c(21867, W:\nas2\Hud\2012\numbers\2013_14_Stewart.tga, 14_TONYSTEWART2013)","RACETEAM_c(1351, S_TEAM_SHR, None, StewartHaasRcng)","LIVERIE_c(18774, DLC_LIV_14_STEWART_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22333, 1, None, None)",DRIVERPORTRAIT_c(21866),True,AIRACEDRIVERPROFILE_c(3239),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_STEWART,131793153
DRIVERCONFIG_c,18338,,18338,0x17B9C,18338,"DRIVER_c(1127, S_DRIVER_R_NEWMAN, None, False, S_HT_SOUTH_BEND, 129567752, True, RyanNewman39, 131793153, True, False)","DRIVERNUMBER_c(9707, W:\NAS2\Hud\2012\numbers\39_Newman.tga, 39_RYANNEWMAN)","RACETEAM_c(1351, S_TEAM_SHR, None, StewartHaasRcng)","LIVERIE_c(18792, DLC_LIV_39_NEWMAN_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22341, 1, None, None)",DRIVERPORTRAIT_c(7383),True,AIRACEDRIVERPROFILE_c(3253),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_NEWMAN,129106177
DRIVERCONFIG_c,18339,,18339,0x17BCF,18339,"DRIVER_c(1094, S_DRIVER_J_BURTON, None, False, S_HT_SOUTH_BOSTON, 128910877, True, RCR31JeffBurton, 129106177, True, False)","DRIVERNUMBER_c(9694, W:\NAS2\Hud\2012\numbers\31_Burton.tga, 31_JEFFBURTON)","RACETEAM_c(1333, S_TEAM_RCR, None, RCRracing)","LIVERIE_c(18787, DLC_LIV_31_BURTON_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22334, 1, None, None)",DRIVERPORTRAIT_c(7402),True,AIRACEDRIVERPROFILE_c(3247),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_BURTON,129106177
